,label,channels,delivery_method,show_map,user_type,has_logo,org_facebook,sale_duration,sale_duration2,event_created_to_end,num_ticket_type,median_ticket_cost,total_tickets_sold,nan_delivery_method,nan_org_facebook,nan_num_ticket_type,nan_median_ticket_cost,payout_type_CHECK,payout_type_MISSING
10824,Not Fraud,0,0.0,1,3,1,10.0,14.0,14,14,1.0,13.18,8,False,False,False,False,1,0
10839,Not Fraud,0,0.0,1,3,1,6.0,7.0,7,7,2.0,6.095,25,False,False,False,False,0,0
10852,Fraud,5,0.0,1,1,1,0.0,2.0,2,2,2.0,190.0,0,False,False,False,False,0,0
10853,Fraud,0,0.0,0,1,1,0.0,1.0,1,0,1.0,0.0,0,False,False,False,False,0,0
10854,Not Fraud,5,1.0,0,3,1,10.0,10.0,10,10,1.0,10.0,351,False,False,False,False,0,0
10855,Not Fraud,0,0.0,1,3,1,11.0,8.0,8,8,2.0,22.635,14,False,False,False,False,0,0
10857,Fraud,0,0.0,1,1,0,0.0,1.0,1,1,1.0,470.2,0,False,False,False,False,0,1
10867,Fraud,0,0.0,1,3,0,0.0,7.0,7,7,1.0,25.0,0,False,False,False,False,0,1
10882,Not Fraud,0,0.0,1,4,1,9.0,7.0,7,7,2.0,4.23,32,False,False,False,False,0,0
10883,Not Fraud,0,0.0,1,3,0,0.0,0.0,0,0,1.0,307.12,1,False,False,False,False,0,0
10892,Not Fraud,0,0.0,1,4,1,12.0,12.0,12,12,2.0,5.0,73,False,False,False,False,0,0
10898,Not Fraud,8,0.0,0,1,1,13.0,11.0,11,11,1.0,94.01,1,False,False,False,False,0,0
10911,Not Fraud,0,0.0,0,3,1,0.0,1.0,1,1,1.0,0.0,1,False,False,False,False,0,0
10915,Not Fraud,0,0.0,1,3,1,17.0,5.0,5,5,2.0,10.82,3,False,False,False,False,0,0
10919,Not Fraud,0,0.0,1,4,1,0.0,10.0,10,11,1.0,13.45,4,False,False,False,False,0,0
10922,Not Fraud,5,0.0,1,3,1,13.0,6.0,6,6,1.0,22.85,8,False,False,False,False,0,0
10928,Not Fraud,0,1.0,1,3,1,14.0,4.0,4,5,2.0,11.0,123,False,False,False,False,0,0
10930,Not Fraud,8,1.0,1,1,1,0.0,3.0,3,4,1.0,20.0,2,False,False,False,False,0,0
10934,Not Fraud,0,1.0,1,1,1,7.0,0.0,0,3,1.0,0.0,8,False,False,False,False,1,0
10940,Not Fraud,0,0.0,1,3,0,0.0,7.0,7,7,1.0,9.0,6,False,False,False,False,0,0
10941,Not Fraud,11,0.0,1,1,1,0.0,10.0,10,10,2.0,17.5,32,False,False,False,False,1,0
10944,Not Fraud,4,0.0,1,1,0,0.0,5.0,5,5,1.0,22.63,4,False,False,False,False,0,0
10947,Not Fraud,0,0.0,1,1,0,20.0,14.0,14,14,7.0,7.0,1,False,False,False,False,0,0
10949,Fraud,0,0.0,1,1,1,0.0,3.0,3,3,1.0,100.0,0,False,False,False,False,0,0
10952,Fraud,0,0.0,0,1,0,0.0,7.0,7,7,1.0,145.0,0,False,False,False,False,0,0
10958,Not Fraud,5,0.0,1,3,1,0.0,2.0,2,2,6.0,35.0,42,False,False,False,False,0,0
10961,Not Fraud,0,1.0,1,1,0,0.0,12.0,12,12,1.0,0.0,1,False,False,False,False,0,0
10962,Not Fraud,8,0.0,1,4,0,29.0,13.0,13,13,1.0,15.0,8,False,False,False,False,0,0
10964,Not Fraud,0,0.0,0,3,0,0.0,11.0,11,11,7.0,0.0,296,False,False,False,False,0,0
10969,Not Fraud,0,0.0,0,3,1,8.0,13.0,13,13,1.0,328.01,1,False,False,False,False,0,0
10971,Not Fraud,0,0.0,1,1,1,0.0,9.0,9,9,5.0,30.0,211,False,False,False,False,0,0
10972,Not Fraud,11,1.0,1,4,1,9.0,9.0,9,9,1.0,8.46,1,False,False,False,False,0,0
10974,Fraud,6,0.0,1,1,1,0.0,2.0,2,2,1.0,10.0,0,False,False,False,False,0,1
10976,Not Fraud,0,0.0,1,4,1,14.0,8.0,8,8,1.0,10.0,32,False,False,False,False,0,0
10977,Not Fraud,8,0.0,0,1,0,0.0,999.0,6,6,1.0,8.41,1,False,False,False,False,0,0
10981,Not Fraud,11,0.0,1,4,1,0.0,10.0,10,11,5.0,6.57,6,False,False,False,False,0,0
10986,Fraud,11,0.0,1,3,1,0.0,6.0,6,7,1.0,10.0,0,False,False,False,False,0,1
10987,Not Fraud,8,1.0,1,4,1,13.0,10.0,10,10,2.0,7.5,9,False,False,False,False,0,0
10989,Fraud,0,0.0,1,4,0,0.0,0.0,0,1,1.0,10.0,0,False,False,False,False,0,0
10990,Not Fraud,0,0.0,1,4,1,10.0,12.0,12,12,1.0,30.0,18,False,False,False,False,0,0
10997,Fraud,0,0.0,1,1,1,0.0,4.0,4,5,2.0,62.5,0,False,False,False,False,0,0
10998,Not Fraud,5,1.0,1,1,1,17.0,10.0,10,10,4.0,17.5,28,False,False,False,False,0,0
10999,Fraud,0,0.0,1,4,0,0.0,4.0,4,5,1.0,20.0,0,False,False,False,False,0,1
11013,Fraud,6,0.0,0,4,1,0.0,10.0,10,11,1.0,27.36,0,False,False,False,False,0,0
11020,Not Fraud,11,0.0,0,1,1,0.0,13.0,13,13,1.0,0.0,2,False,False,False,False,1,0
11022,Not Fraud,11,1.0,1,4,0,0.0,10.0,10,10,4.0,40.0,262,False,False,False,False,0,0
11040,Fraud,11,0.0,0,1,1,0.0,5.0,5,5,1.0,800.0,0,False,False,False,False,0,0
11045,Fraud,11,0.0,0,3,0,0.0,0.0,0,0,2.0,250.0,3,False,False,False,False,0,0
11049,Not Fraud,6,0.0,0,3,1,0.0,6.0,7,8,4.0,17.5,46,False,False,False,False,0,0
11058,Not Fraud,0,0.0,0,4,1,10.0,10.0,10,10,1.0,0.0,25,False,False,False,False,0,0
11069,Not Fraud,11,0.0,1,4,1,0.0,7.0,7,7,1.0,0.0,3,False,False,False,False,0,0
11078,Not Fraud,5,0.0,1,3,1,20.0,8.0,8,8,2.0,0.0,27,False,False,False,False,0,0
11083,Not Fraud,8,1.0,1,4,1,0.0,8.0,8,8,1.0,8.51,4,False,False,False,False,1,0
11085,Not Fraud,8,0.0,1,3,0,14.0,9.0,9,9,2.0,5.0,11,False,False,False,False,0,0
11090,Not Fraud,0,0.0,1,3,1,38.0,8.0,8,8,1.0,1.0,1,False,False,False,False,0,0
11093,Fraud,0,0.0,1,1,1,0.0,4.0,4,4,1.0,0.0,0,False,False,False,False,0,0
11101,Not Fraud,6,3.0,1,3,1,0.0,4.0,4,4,1.0,15.0,4,False,False,False,False,0,0
11123,Fraud,6,0.0,1,1,0,999.0,2.0,2,2,1.0,190.0,1,False,True,False,False,0,0
11124,Not Fraud,8,0.0,0,4,1,0.0,1.0,1,1,1.0,55.0,33,False,False,False,False,0,0
11129,Not Fraud,6,0.0,1,3,1,7.0,3.0,3,6,1.0,10.5,6,False,False,False,False,1,0
11131,Fraud,6,0.0,0,3,1,0.0,0.0,0,0,1.0,140.76,25,False,False,False,False,0,0
11132,Not Fraud,0,1.0,1,3,1,55.0,1.0,1,2,1.0,1.0,1,False,False,False,False,0,0
11136,Fraud,12,0.0,1,1,1,0.0,5.0,5,5,6.0,42.5,2,False,False,False,False,0,0
11137,Not Fraud,5,0.0,1,1,1,0.0,14.0,14,14,2.0,27.5,20,False,False,False,False,0,0
11141,Fraud,6,0.0,0,3,1,0.0,0.0,0,1,1.0,140.76,7,False,False,False,False,0,0
11158,Not Fraud,6,1.0,1,1,1,0.0,12.0,12,12,4.0,10.0,21,False,False,False,False,1,0
11161,Fraud,11,0.0,1,1,0,0.0,11.0,11,11,1.0,8.46,2,False,False,False,False,0,0
11162,Fraud,12,0.0,1,1,0,0.0,11.0,11,11,1.0,8.46,0,False,False,False,False,0,0
11163,Fraud,6,0.0,0,1,1,0.0,6.0,6,6,1.0,10.0,2,False,False,False,False,0,0
11171,Fraud,6,0.0,0,1,1,0.0,1.0,1,5,1.0,2699.0,0,False,False,False,False,0,0
11176,Not Fraud,5,0.0,0,1,1,0.0,14.0,14,14,4.0,15.545,9,False,False,False,False,0,0
11179,Not Fraud,0,0.0,0,5,1,0.0,2.0,2,2,1.0,100.0,1,False,False,False,False,0,0
11183,Not Fraud,5,0.0,1,1,1,0.0,6.0,6,6,4.0,162.5,0,False,False,False,False,0,0
11185,Fraud,5,0.0,1,1,1,0.0,1.0,1,1,1.0,200.0,0,False,False,False,False,0,0
11192,Not Fraud,0,0.0,0,4,1,9.0,11.0,12,12,1.0,20.0,2,False,False,False,False,0,0
11193,Fraud,0,0.0,1,1,1,0.0,2.0,2,2,1.0,100.0,0,False,False,False,False,0,0
11196,Not Fraud,8,1.0,1,3,1,12.0,6.0,6,7,2.0,11.1,23,False,False,False,False,0,0
11197,Not Fraud,12,0.0,1,4,0,0.0,9.0,9,10,2.0,16.0,13,False,False,False,False,0,0
11208,Not Fraud,0,0.0,0,4,1,0.0,11.0,11,11,2.0,0.0,4,False,False,False,False,0,0
11209,Not Fraud,5,0.0,1,1,1,29.0,11.0,12,12,1.0,5.0,46,False,False,False,False,0,0
11211,Fraud,5,0.0,1,1,1,0.0,6.0,6,5,4.0,280.0,0,False,False,False,False,0,1
11215,Not Fraud,4,0.0,1,3,1,20.0,4.0,4,5,2.0,5.0,8,False,False,False,False,0,0
11218,Not Fraud,0,0.0,0,3,1,13.0,0.0,0,0,1.0,1009.0,1,False,False,False,False,1,0
11220,Fraud,6,1.0,1,1,1,0.0,7.0,9,9,1.0,46.35,6,False,False,False,False,0,0
11223,Not Fraud,11,0.0,1,1,0,15.0,1.0,1,2,1.0,0.0,3,False,False,False,False,0,0
11226,Fraud,6,0.0,1,1,1,0.0,4.0,4,3,2.0,2049.5,0,False,False,False,False,0,0
11229,Not Fraud,5,1.0,1,3,1,10.0,1.0,1,3,9.0,5.0,4156,False,False,False,False,1,0
11234,Fraud,5,0.0,1,1,1,0.0,4.0,4,4,1.0,145.0,0,False,False,False,False,0,0
11240,Fraud,12,0.0,1,1,0,0.0,4.0,4,4,1.0,50.0,0,False,False,False,False,0,0
11242,Not Fraud,0,0.0,1,1,1,12.0,13.0,13,13,2.0,17.21,1,False,False,False,False,0,0
11248,Fraud,11,0.0,1,4,1,0.0,1.0,1,2,1.0,899.99,0,False,False,False,False,0,0
11252,Fraud,7,0.0,1,1,1,0.0,3.0,3,3,1.0,41.65,0,False,False,False,False,0,0
11253,Fraud,5,0.0,0,3,0,0.0,1.0,1,3,1.0,0.0,0,False,False,False,False,0,1
11254,Not Fraud,11,0.0,0,1,1,25.0,7.0,7,7,3.0,20.0,6,False,False,False,False,0,0
11259,Not Fraud,6,0.0,1,3,1,5.0,7.0,7,7,2.0,25.0,1,False,False,False,False,1,0
11263,Not Fraud,0,0.0,1,4,1,9.0,10.0,10,13,7.0,18.0,24,False,False,False,False,0,0
11270,Fraud,0,0.0,1,1,0,0.0,-1.0,-1,0,1.0,99.0,0,False,False,False,False,0,0
11275,Not Fraud,4,0.0,1,4,1,0.0,3.0,3,3,1.0,75.0,2,False,False,False,False,0,0
11285,Not Fraud,6,0.0,1,3,1,23.0,9.0,14,14,1.0,8.41,16,False,False,False,False,0,0
11288,Not Fraud,11,0.0,1,3,1,14.0,14.0,14,14,1.0,8.75,8,False,False,False,False,0,0
11290,Not Fraud,5,0.0,1,4,1,13.0,8.0,8,9,3.0,75.0,1,False,False,False,False,0,0
11298,Not Fraud,6,0.0,1,3,1,19.0,5.0,5,5,1.0,30.0,9,False,False,False,False,0,0
11300,Not Fraud,8,0.0,0,4,1,0.0,10.0,10,11,1.0,32.08,1,False,False,False,False,0,0
11302,Not Fraud,0,1.0,0,1,1,16.0,6.0,6,6,1.0,407.15,1,False,False,False,False,0,0
11311,Fraud,0,0.0,1,1,1,0.0,10.0,10,10,1.0,30.0,0,False,False,False,False,0,0
11313,Not Fraud,5,0.0,1,3,1,0.0,14.0,14,14,1.0,100.0,51,False,False,False,False,1,0
11317,Not Fraud,0,0.0,0,4,1,0.0,0.0,0,10,1.0,41.25,9,False,False,False,False,0,0
11334,Not Fraud,4,1.0,1,3,1,20.0,14.0,14,14,1.0,131.0,7,False,False,False,False,1,0
11342,Fraud,6,0.0,1,1,1,0.0,11.0,11,12,1.0,75.0,0,False,False,False,False,0,0
11348,Not Fraud,8,3.0,1,3,0,18.0,14.0,14,14,1.0,15.0,67,False,False,False,False,0,0
11363,Not Fraud,11,0.0,0,3,1,0.0,13.0,13,13,4.0,8.0,2,False,False,False,False,0,0
11366,Not Fraud,5,0.0,1,3,1,0.0,13.0,13,13,1.0,13.35,51,False,False,False,False,0,0
11368,Fraud,5,1.0,1,1,0,0.0,2.0,4,4,1.0,100.0,0,False,False,False,False,0,0
11372,Not Fraud,5,0.0,1,3,1,20.0,12.0,12,12,2.0,7.5,15,False,False,False,False,0,0
11373,Fraud,0,0.0,1,1,0,0.0,1.0,1,1,1.0,0.0,0,False,False,False,False,0,1
11381,Not Fraud,6,0.0,1,3,1,13.0,10.0,10,10,2.0,5.155,4,False,False,False,False,0,0
11383,Not Fraud,4,1.0,1,4,1,15.0,9.0,9,9,1.0,48.0,6,False,False,False,False,0,0
11407,Not Fraud,11,0.0,1,3,1,14.0,11.0,11,12,3.0,0.0,12,False,False,False,False,0,0
11413,Not Fraud,8,0.0,1,4,1,0.0,6.0,6,7,1.0,30.0,1,False,False,False,False,0,0
11421,Fraud,0,0.0,1,4,0,0.0,1.0,1,1,2.0,1639.05,0,False,False,False,False,0,0
11434,Fraud,12,0.0,1,1,1,21.0,5.0,5,13,3.0,75.0,0,False,False,False,False,0,1
11435,Fraud,0,0.0,1,1,0,0.0,3.0,3,3,1.0,100.0,0,False,False,False,False,0,0
11439,Not Fraud,4,0.0,1,1,1,0.0,7.0,7,7,1.0,65.0,2,False,False,False,False,1,0
11440,Not Fraud,13,0.0,0,1,0,0.0,2.0,2,2,1.0,2.17,2,False,False,False,False,0,0
11445,Fraud,0,1.0,0,1,1,0.0,1.0,1,1,4.0,35.0,0,False,False,False,False,0,0
11450,Fraud,6,0.0,1,1,0,0.0,8.0,8,8,1.0,50.0,0,False,False,False,False,0,0
11451,Not Fraud,0,0.0,1,3,1,10.0,10.0,10,10,2.0,0.0,20,False,False,False,False,0,0
11455,Not Fraud,8,1.0,1,3,1,14.0,8.0,8,8,1.0,17.81,20,False,False,False,False,0,0
11460,Not Fraud,11,0.0,1,1,1,23.0,11.0,11,11,1.0,10.0,1,False,False,False,False,1,0
11464,Not Fraud,0,0.0,1,3,1,0.0,13.0,13,13,1.0,30.0,20,False,False,False,False,0,0
11465,Fraud,5,3.0,1,3,1,0.0,1.0,1,1,2.0,140.0,0,False,False,False,False,0,0
11467,Fraud,13,0.0,1,3,1,0.0,4.0,4,4,1.0,20.0,0,False,False,False,False,0,0
11468,Not Fraud,6,0.0,0,1,1,0.0,2.0,2,2,1.0,10.0,2,False,False,False,False,0,0
11471,Not Fraud,0,0.0,1,4,1,12.0,3.0,3,3,3.0,10.0,2,False,False,False,False,0,0
11472,Fraud,0,0.0,1,1,1,0.0,1.0,1,2,9.0,30.0,0,False,False,False,False,0,0
11474,Fraud,0,0.0,0,1,1,0.0,2.0,2,3,2.0,4.0,0,False,False,False,False,0,1
11476,Not Fraud,5,0.0,1,1,1,0.0,8.0,8,9,3.0,188.01,3,False,False,False,False,0,0
11479,Not Fraud,8,0.0,1,1,1,0.0,0.0,0,0,3.0,102.96,2,False,False,False,False,0,0
11486,Not Fraud,0,0.0,1,4,0,0.0,5.0,7,7,2.0,12.735,9,False,False,False,False,0,0
11488,Not Fraud,0,0.0,1,3,0,0.0,4.0,4,4,1.0,200.0,2,False,False,False,False,0,0
11492,Not Fraud,11,1.0,1,3,1,16.0,2.0,2,2,4.0,7.5,26,False,False,False,False,0,0
11494,Not Fraud,0,1.0,1,3,0,0.0,11.0,11,12,1.0,20.0,9,False,False,False,False,0,0
11495,Not Fraud,12,0.0,1,3,1,0.0,12.0,12,12,2.0,2.5,3,False,False,False,False,1,0
11497,Fraud,0,0.0,1,4,1,0.0,1.0,1,1,1.0,30.0,0,False,False,False,False,0,0
11498,Not Fraud,6,1.0,1,3,1,7.0,2.0,2,2,1.0,9.0,3,False,False,False,False,0,0
11499,Fraud,0,0.0,1,1,1,0.0,5.0,5,6,2.0,1250.0,0,False,False,False,False,0,0
11511,Not Fraud,8,0.0,0,1,0,0.0,9.0,9,9,2.0,9.0,22,False,False,False,False,0,0
11531,Fraud,11,0.0,0,5,1,0.0,3.0,3,3,1.0,50.0,3,False,False,False,False,0,0
11552,Fraud,5,0.0,0,1,0,0.0,1.0,1,1,1.0,0.0,0,False,False,False,False,0,0
11557,Fraud,5,3.0,0,3,1,0.0,8.0,8,7,10.0,40.0,2,False,False,False,False,0,0
11560,Fraud,0,0.0,0,3,1,0.0,6.0,6,5,1.0,10.0,1,False,False,False,False,0,0
11563,Fraud,0,0.0,0,1,1,0.0,0.0,0,1,1.0,0.0,0,False,False,False,False,0,0
11567,Fraud,5,0.0,1,3,1,0.0,2.0,2,3,2.0,37.5,0,False,False,False,False,0,0
11629,Fraud,6,0.0,1,1,0,999.0,2.0,2,2,1.0,200.0,1,False,True,False,False,0,0
11631,Not Fraud,11,0.0,1,3,1,0.0,10.0,12,12,4.0,31.25,56,False,False,False,False,0,0
11632,Not Fraud,0,1.0,1,3,1,11.0,14.0,14,14,2.0,47.5,3,False,False,False,False,0,0
11633,Not Fraud,5,0.0,0,1,1,0.0,11.0,11,11,3.0,22.63,1,False,False,False,False,0,0
11636,Not Fraud,0,1.0,1,3,1,0.0,8.0,8,9,3.0,0.0,15,False,False,False,False,0,0
11644,Fraud,6,0.0,1,1,1,0.0,5.0,5,5,4.0,345.0,2,False,False,False,False,0,0
11649,Not Fraud,11,0.0,0,3,0,0.0,0.0,0,11,3.0,20.0,3,False,False,False,False,0,0
11653,Fraud,0,0.0,1,1,1,0.0,4.0,4,5,1.0,120.0,0,False,False,False,False,0,1
11667,Fraud,11,0.0,1,3,0,0.0,1.0,1,1,2.0,150.0,4,False,False,False,False,0,0
11668,Not Fraud,11,0.0,0,4,1,0.0,3.0,3,3,1.0,10.0,20,False,False,False,False,1,0
11669,Fraud,11,0.0,1,1,1,0.0,1.0,1,1,2.0,175.0,8,False,False,False,False,0,0
11670,Not Fraud,6,1.0,1,3,0,12.0,5.0,5,5,3.0,10.0,12,False,False,False,False,0,0
11673,Not Fraud,8,0.0,0,3,1,19.0,6.0,6,6,1.0,3.73,5,False,False,False,False,0,0
11677,Not Fraud,11,1.0,1,3,1,12.0,9.0,9,13,6.0,7.5,19,False,False,False,False,0,0
11678,Fraud,12,0.0,1,1,0,0.0,11.0,11,11,1.0,8.46,1,False,False,False,False,0,0
11679,Fraud,6,0.0,0,3,1,0.0,0.0,0,1,1.0,475.05,1,False,False,False,False,0,0
11689,Fraud,5,0.0,1,1,1,0.0,0.0,0,0,1.0,200.0,0,False,False,False,False,0,0
11696,Not Fraud,0,0.0,1,3,0,0.0,0.0,0,0,10.0,240.0,16,False,False,False,False,0,0
11706,Fraud,4,0.0,1,1,1,0.0,8.0,8,8,1.0,127.71,1,False,False,False,False,0,0
11712,Not Fraud,4,0.0,0,1,1,0.0,12.0,12,13,5.0,0.0,22,False,False,False,False,1,0
11713,Not Fraud,5,0.0,1,3,1,0.0,2.0,2,2,3.0,20.0,13,False,False,False,False,0,0
11723,Fraud,0,0.0,1,1,0,0.0,0.0,0,2,1.0,45.0,0,False,False,False,False,0,1
11739,Not Fraud,5,0.0,1,3,1,20.0,4.0,4,4,2.0,19.0,1,False,False,False,False,0,0
11745,Not Fraud,8,0.0,1,3,1,8.0,13.0,13,13,3.0,50.0,11,False,False,False,False,0,0
11748,Not Fraud,8,0.0,1,1,1,5.0,14.0,14,14,1.0,25.0,10,False,False,False,False,0,0
11754,Not Fraud,8,1.0,1,1,1,0.0,9.0,9,10,1.0,69.51,3,False,False,False,False,0,0
11755,Fraud,11,0.0,1,1,0,0.0,3.0,3,4,1.0,200.0,0,False,False,False,False,0,0
11762,Not Fraud,10,0.0,1,1,1,0.0,3.0,3,3,1.0,10.0,10,False,False,False,False,1,0
11764,Fraud,8,0.0,1,1,0,0.0,2.0,2,2,2.0,25.0,0,False,False,False,False,0,0
11768,Not Fraud,0,0.0,1,1,1,23.0,8.0,8,8,1.0,82.67,1,False,False,False,False,0,0
11770,Not Fraud,0,0.0,1,4,0,0.0,0.0,0,1,1.0,45.0,1,False,False,False,False,0,0
11772,Fraud,8,0.0,1,1,1,0.0,2.0,2,2,6.0,275.0,0,False,False,False,False,0,0
11773,Not Fraud,0,1.0,1,3,1,45.0,9.0,9,9,1.0,20.01,12,False,False,False,False,0,0
11792,Not Fraud,0,0.0,1,1,1,0.0,12.0,12,12,1.0,25.0,22,False,False,False,False,0,0
11793,Fraud,5,0.0,1,1,0,0.0,7.0,7,7,2.0,269.5,0,False,False,False,False,0,0
11798,Not Fraud,8,0.0,1,3,1,18.0,4.0,4,4,1.0,20.0,1,False,False,False,False,0,0
11802,Fraud,0,0.0,1,1,1,0.0,2.0,2,2,1.0,90.0,0,False,False,False,False,0,1
11803,Fraud,5,0.0,1,1,1,999.0,2.0,2,3,1.0,90.0,0,False,True,False,False,0,0
11810,Not Fraud,0,1.0,1,3,1,0.0,5.0,5,5,4.0,18.0,42,False,False,False,False,0,0
11821,Not Fraud,8,0.0,1,4,1,0.0,12.0,14,14,1.0,65.0,1,False,False,False,False,0,0
11832,Not Fraud,8,1.0,0,1,1,0.0,-10.0,1,1,4.0,2.5,2,False,False,False,False,0,0
11836,Not Fraud,11,0.0,1,4,1,0.0,13.0,14,14,1.0,10.0,95,False,False,False,False,0,0
11856,Not Fraud,11,1.0,1,4,1,0.0,8.0,8,8,1.0,15.0,4,False,False,False,False,1,0
11873,Fraud,0,0.0,1,1,1,0.0,4.0,4,4,3.0,300.0,0,False,False,False,False,0,0
11890,Not Fraud,12,0.0,1,4,1,0.0,7.0,7,7,4.0,15.545,1,False,False,False,False,0,0
11891,Not Fraud,5,1.0,1,3,1,17.0,6.0,6,6,1.0,8.46,30,False,False,False,False,1,0
11893,Not Fraud,5,0.0,1,4,1,15.0,9.0,9,9,1.0,10.0,59,False,False,False,False,0,0
11900,Not Fraud,8,0.0,1,3,1,22.0,6.0,6,6,1.0,13.0,2,False,False,False,False,0,0
11902,Not Fraud,13,1.0,0,3,1,0.0,5.0,5,5,2.0,72.0,14,False,False,False,False,0,0
11907,Not Fraud,0,0.0,1,4,1,0.0,5.0,5,5,3.0,10.0,12,False,False,False,False,1,0
11908,Not Fraud,0,0.0,0,3,1,0.0,2.0,2,2,1.0,129.0,14,False,False,False,False,0,0
11911,Not Fraud,11,1.0,1,3,1,10.0,8.0,8,8,1.0,19.4,111,False,False,False,False,0,0
11915,Fraud,0,0.0,0,1,1,0.0,2.0,2,3,1.0,100.0,0,False,False,False,False,0,1
11919,Not Fraud,5,0.0,0,3,1,0.0,5.0,5,5,8.0,13.5,57,False,False,False,False,0,0
11920,Not Fraud,6,0.0,1,3,1,42.0,4.0,4,4,1.0,10.0,50,False,False,False,False,1,0
11931,Not Fraud,11,1.0,1,3,1,28.0,0.0,0,0,41.0,30.0,46,False,False,False,False,1,0
11932,Not Fraud,0,1.0,0,1,1,0.0,5.0,11,12,2.0,30.0,32,False,False,False,False,0,0
11934,Not Fraud,0,0.0,1,3,1,0.0,8.0,8,8,2.0,90.0,20,False,False,False,False,0,0
11936,Not Fraud,8,0.0,1,4,1,0.0,11.0,11,11,2.0,22.5,13,False,False,False,False,0,0
11938,Fraud,0,0.0,1,1,0,0.0,2.0,2,2,1.0,100.0,0,False,False,False,False,0,0
11941,Not Fraud,0,0.0,1,3,1,9.0,8.0,8,8,1.0,30.0,5,False,False,False,False,0,0
11945,Fraud,5,0.0,1,1,1,0.0,1.0,1,5,5.0,60.0,0,False,False,False,False,0,1
11946,Not Fraud,8,0.0,1,4,1,40.0,11.0,12,12,2.0,9.35,19,False,False,False,False,0,0
11951,Not Fraud,0,0.0,1,3,0,13.0,2.0,2,3,2.0,9.0,3,False,False,False,False,0,0
11954,Fraud,0,0.0,1,1,1,0.0,3.0,3,3,1.0,100.0,0,False,False,False,False,0,0
11963,Not Fraud,4,0.0,1,3,1,0.0,5.0,5,5,1.0,25.0,2,False,False,False,False,1,0
11964,Fraud,0,0.0,1,1,0,0.0,2.0,2,3,1.0,65.0,0,False,False,False,False,0,0
11967,Not Fraud,0,0.0,1,3,1,14.0,0.0,0,9,5.0,200.0,3,False,False,False,False,0,0
11971,Not Fraud,5,0.0,1,3,1,0.0,3.0,3,3,1.0,10.0,1,False,False,False,False,1,0
11977,Not Fraud,5,0.0,0,1,1,0.0,14.0,14,14,1.0,90.0,2,False,False,False,False,0,0
11983,Not Fraud,8,1.0,1,3,1,20.0,10.0,10,10,5.0,0.0,12,False,False,False,False,1,0
11987,Not Fraud,8,1.0,1,3,1,8.0,12.0,14,14,1.0,10.0,25,False,False,False,False,0,0
11988,Not Fraud,5,0.0,1,1,0,0.0,3.0,3,3,2.0,178.5,6,False,False,False,False,1,0
11990,Fraud,0,0.0,1,4,0,0.0,0.0,0,1,1.0,5.0,0,False,False,False,False,0,0
11997,Not Fraud,0,0.0,1,3,0,0.0,1.0,1,2,1.0,2.0,1,False,False,False,False,0,0
11998,Not Fraud,11,0.0,1,1,1,0.0,3.0,3,3,1.0,99.0,13,False,False,False,False,0,0
11999,Fraud,0,0.0,0,1,1,0.0,1.0,1,1,2.0,1445.0,0,False,False,False,False,0,0
12030,Fraud,11,0.0,1,1,1,0.0,11.0,11,11,1.0,100.0,0,False,False,False,False,0,0
12037,Fraud,11,0.0,0,3,0,0.0,0.0,0,0,2.0,250.0,4,False,False,False,False,0,0
12051,Fraud,5,0.0,0,1,1,0.0,2.0,2,2,2.0,450.0,0,False,False,False,False,0,0
12054,Fraud,11,0.0,0,3,0,0.0,7.0,7,7,2.0,250.0,3,False,False,False,False,0,0
12062,Not Fraud,0,0.0,0,4,1,0.0,12.0,12,12,1.0,13.19,14,False,False,False,False,1,0
12066,Not Fraud,4,0.0,1,1,1,0.0,5.0,6,10,1.0,5.0,2,False,False,False,False,0,0
12067,Fraud,8,0.0,0,1,1,0.0,1.0,1,2,1.0,85.0,0,False,False,False,False,0,0
12072,Not Fraud,6,0.0,0,3,1,0.0,10.0,10,10,1.0,0.0,7,False,False,False,False,1,0
12077,Not Fraud,5,0.0,1,1,1,0.0,11.0,11,11,2.0,15.0,1,False,False,False,False,0,0
12095,Not Fraud,0,0.0,1,4,1,0.0,10.0,10,10,1.0,0.0,2,False,False,False,False,1,0
12096,Fraud,11,0.0,1,1,1,0.0,4.0,4,4,1.0,15.0,1,False,False,False,False,1,0
12100,Not Fraud,4,1.0,1,3,1,16.0,3.0,3,3,3.0,17.91,1,False,False,False,False,0,0
12103,Fraud,0,0.0,0,1,1,0.0,1.0,1,1,1.0,0.0,0,False,False,False,False,0,0
12120,Not Fraud,8,0.0,1,4,1,0.0,11.0,11,12,3.0,7.21,39,False,False,False,False,0,0
12121,Fraud,0,0.0,0,1,1,0.0,1.0,1,1,1.0,0.0,0,False,False,False,False,0,0
12129,Not Fraud,12,1.0,1,3,1,15.0,3.0,3,3,1.0,3.73,44,False,False,False,False,1,0
12135,Not Fraud,11,0.0,1,1,1,0.0,8.0,8,8,2.0,195.0,18,False,False,False,False,0,0
12143,Not Fraud,5,1.0,1,3,1,0.0,14.0,14,14,2.0,11.315,21,False,False,False,False,1,0
12150,Not Fraud,12,1.0,1,3,0,15.0,3.0,3,4,1.0,3.73,130,False,False,False,False,1,0
12153,Not Fraud,5,0.0,1,1,0,0.0,4.0,5,4,1.0,30.0,1,False,False,False,False,0,0
