,channels,delivery_method,show_map,user_type,has_logo,org_facebook,sale_duration,sale_duration2,num_ticket_type,median_ticket_cost,total_tickets_sold,nan_delivery_method,nan_org_facebook,nan_num_ticket_type,nan_median_ticket_cost,payout_type_CHECK,payout_type_MISSING
12037,11,0.0,0,3,0,0.0,0.0,0,2.0,250.0,4,False,False,False,False,0,0
12038,5,1.0,0,1,1,0.0,36.0,36,3.0,15.0,33,False,False,False,False,0,0
12039,5,1.0,1,4,1,0.0,15.0,15,2.0,15.0,7,False,False,False,False,0,0
12040,0,1.0,1,3,1,0.0,0.0,0,4.0,17.5,35,False,False,False,False,1,0
12041,8,0.0,1,3,1,13.0,31.0,31,6.0,20.0,22,False,False,False,False,1,0
12042,0,0.0,1,1,1,0.0,37.0,40,1.0,50.98,2,False,False,False,False,1,0
12043,8,0.0,1,3,1,12.0,16.0,16,1.0,30.0,39,False,False,False,False,0,0
12044,6,1.0,1,3,1,0.0,32.0,32,4.0,32.5,43,False,False,False,False,1,0
12045,11,0.0,1,3,1,0.0,33.0,38,1.0,22.63,61,False,False,False,False,0,0
12046,8,0.0,1,1,1,0.0,41.0,57,1.0,950.0,0,False,False,False,False,0,0
12047,8,1.0,1,3,1,0.0,31.0,31,2.0,20.0,12,False,False,False,False,1,0
12048,8,3.0,1,4,1,0.0,86.0,86,3.0,22.76,10,False,False,False,False,0,0
12049,5,1.0,0,4,1,0.0,23.0,23,1.0,150.0,1,False,False,False,False,0,0
12050,12,0.0,1,3,1,16.0,221.0,221,1.0,7.0,78,False,False,False,False,1,0
12051,5,0.0,0,1,1,0.0,2.0,2,2.0,450.0,0,False,False,False,False,0,0
12052,8,0.0,0,1,1,0.0,32.0,32,1.0,60.0,8,False,False,False,False,0,0
12053,8,1.0,0,3,1,0.0,129.0,129,1.0,476.0,32,False,False,False,False,0,0
12054,11,0.0,0,3,0,0.0,7.0,7,2.0,250.0,3,False,False,False,False,0,0
12055,5,1.0,1,4,1,0.0,47.0,47,2.0,25.0,4,False,False,False,False,0,0
12056,8,1.0,1,4,1,0.0,38.0,43,2.0,82.0,7,False,False,False,False,0,0
12057,8,1.0,1,3,1,0.0,101.0,113,3.0,112.5,13,False,False,False,False,0,0
12058,11,0.0,1,3,0,0.0,26.0,33,1.0,8.0,7,False,False,False,False,1,0
12059,10,0.0,0,3,1,7.0,38.0,39,1.0,4.99,61,False,False,False,False,0,0
12060,0,0.0,1,3,1,0.0,22.0,22,1.0,60.0,58,False,False,False,False,0,0
12061,8,1.0,1,3,1,9.0,122.0,150,8.0,6.63,72,False,False,False,False,0,0
12062,0,0.0,0,4,1,0.0,12.0,12,1.0,13.19,14,False,False,False,False,1,0
12063,6,0.0,1,4,1,0.0,47.0,51,1.0,3.0,6,False,False,False,False,0,0
12065,4,0.0,0,4,1,0.0,20.0,21,2.0,49.075,49,False,False,False,False,0,0
12066,4,0.0,1,1,1,0.0,5.0,6,1.0,5.0,2,False,False,False,False,0,0
12067,8,0.0,0,1,1,0.0,1.0,1,1.0,85.0,0,False,False,False,False,0,0
12068,11,1.0,1,4,1,17.0,38.0,44,1.0,37.01,125,False,False,False,False,1,0
12069,11,1.0,1,3,1,0.0,114.0,114,2.0,36.95,7,False,False,False,False,0,0
12070,11,1.0,1,3,1,64.0,44.0,44,4.0,0.0,276,False,False,False,False,0,0
12071,0,1.0,1,3,1,0.0,44.0,44,1.0,50.45,16,False,False,False,False,0,0
12072,6,0.0,0,3,1,0.0,10.0,10,1.0,0.0,7,False,False,False,False,1,0
12073,5,0.0,1,3,1,15.0,27.0,162,1.0,22.63,42,False,False,False,False,0,0
12074,8,0.0,1,3,1,0.0,65.0,66,3.0,46.26,2,False,False,False,False,1,0
12075,8,0.0,1,3,1,0.0,26.0,26,2.0,38.9,20,False,False,False,False,1,0
12076,6,0.0,1,3,1,0.0,20.0,20,1.0,8.0,3,False,False,False,False,1,0
12077,5,0.0,1,1,1,0.0,11.0,11,2.0,15.0,1,False,False,False,False,0,0
12078,8,1.0,0,3,1,0.0,32.0,40,2.0,31.0,6,False,False,False,False,0,0
12079,5,0.0,1,4,1,17.0,51.0,54,2.0,5.0,38,False,False,False,False,0,0
12080,12,0.0,1,4,1,0.0,21.0,21,9.0,10.0,165,False,False,False,False,0,0
12081,8,0.0,1,4,1,0.0,36.0,43,2.0,0.0,104,False,False,False,False,0,0
12082,6,0.0,1,1,0,0.0,38.0,38,1.0,10.0,34,False,False,False,False,0,0
12083,6,0.0,1,4,1,0.0,22.0,22,1.0,9.0,23,False,False,False,False,0,0
12084,11,1.0,1,3,1,19.0,416.0,416,1.0,43.53,12,False,False,False,False,0,0
12086,8,0.0,1,3,0,0.0,29.0,29,2.0,5.0,11,False,False,False,False,1,0
12087,5,0.0,1,3,1,22.0,37.0,37,1.0,5.0,4,False,False,False,False,0,0
12088,0,0.0,1,3,1,0.0,17.0,17,2.0,7.5,121,False,False,False,False,0,0
12089,0,0.0,1,3,1,0.0,1.0,38,2.0,51.65,124,False,False,False,False,0,0
12090,6,0.0,1,1,1,0.0,28.0,28,1.0,55.15,11,False,False,False,False,0,0
12093,6,0.0,1,3,1,15.0,48.0,49,1.0,10.0,5,False,False,False,False,0,0
12094,5,0.0,1,4,1,0.0,21.0,21,5.0,10.0,21,False,False,False,False,1,0
12095,0,0.0,1,4,1,0.0,10.0,10,1.0,0.0,2,False,False,False,False,1,0
12096,11,0.0,1,1,1,0.0,4.0,4,1.0,15.0,1,False,False,False,False,1,0
12097,5,1.0,1,4,1,43.0,345.0,345,3.0,0.0,52,False,False,False,False,1,0
12098,8,1.0,1,3,1,27.0,170.0,170,5.0,0.0,377,False,False,False,False,0,0
12099,8,1.0,1,3,1,0.0,84.0,84,1.0,50.98,52,False,False,False,False,1,0
12100,4,1.0,1,3,1,16.0,3.0,3,3.0,17.91,1,False,False,False,False,0,0
12101,5,0.0,1,4,1,0.0,21.0,24,2.0,0.0,217,False,False,False,False,1,0
12103,0,0.0,0,1,1,0.0,1.0,1,1.0,0.0,0,False,False,False,False,0,0
12104,5,0.0,1,3,1,7.0,23.0,23,1.0,10.5,122,False,False,False,False,1,0
12105,5,1.0,1,3,1,0.0,122.0,122,2.0,26.25,31,False,False,False,False,0,0
12106,8,1.0,0,1,0,0.0,117.0,318,3.0,85.0,11,False,False,False,False,0,0
12107,5,1.0,1,3,1,0.0,110.0,110,2.0,22.5,21,False,False,False,False,0,0
12108,6,0.0,1,4,1,16.0,51.0,51,1.0,5.0,1,False,False,False,False,0,0
12109,4,0.0,1,3,1,10.0,18.0,22,1.0,75.0,2,False,False,False,False,1,0
12110,12,0.0,1,3,1,18.0,44.0,44,1.0,8.0,60,False,False,False,False,0,0
12111,0,0.0,1,4,1,13.0,36.0,36,1.0,15.0,20,False,False,False,False,0,0
12113,0,0.0,1,1,0,0.0,16.0,16,2.0,29.72,12,False,False,False,False,0,0
12114,5,0.0,1,3,1,0.0,65.0,71,1.0,8.0,1081,False,False,False,False,0,0
12115,5,1.0,1,3,1,0.0,36.0,36,1.0,12.0,870,False,False,False,False,1,0
12117,12,0.0,1,3,1,0.0,24.0,24,3.0,10.0,108,False,False,False,False,0,0
12118,11,1.0,1,3,1,0.0,209.0,210,2.0,666.14,1,False,False,False,False,0,0
12120,8,0.0,1,4,1,0.0,11.0,11,3.0,7.21,39,False,False,False,False,0,0
12121,0,0.0,0,1,1,0.0,1.0,1,1.0,0.0,0,False,False,False,False,0,0
12122,5,1.0,1,3,1,9.0,51.0,51,2.0,50.0,12,False,False,False,False,0,0
12123,11,1.0,1,4,1,0.0,15.0,15,2.0,15.0,20,False,False,False,False,0,0
12124,11,0.0,1,1,1,0.0,20.0,21,1.0,93.35,4,False,False,False,False,0,0
12125,0,0.0,0,1,1,0.0,41.0,41,1.0,52.5,13,False,False,False,False,0,0
12126,11,1.0,0,4,0,0.0,43.0,43,10.0,117.13,21,False,False,False,False,0,0
12127,0,0.0,1,1,1,0.0,38.0,38,2.0,424.5,9,False,False,False,False,0,0
12128,8,1.0,1,3,1,9.0,53.0,53,2.0,135.31,11,False,False,False,False,0,0
12129,12,1.0,1,3,1,15.0,3.0,3,1.0,3.73,44,False,False,False,False,1,0
12130,6,0.0,0,1,1,0.0,120.0,120,1.0,450.0,1,False,False,False,False,1,0
12131,5,1.0,1,3,0,0.0,26.0,26,1.0,20.0,14,False,False,False,False,0,0
12132,8,0.0,1,4,1,0.0,34.0,34,1.0,17.91,15,False,False,False,False,0,0
12133,6,0.0,1,3,0,10.0,41.0,41,1.0,8.0,171,False,False,False,False,0,0
12134,8,0.0,1,3,1,9.0,25.0,26,1.0,27.36,1,False,False,False,False,1,0
12135,11,0.0,1,1,1,0.0,8.0,8,2.0,195.0,18,False,False,False,False,0,0
12136,4,0.0,1,3,1,47.0,200.0,207,1.0,50.0,50,False,False,False,False,1,0
12137,10,1.0,1,3,1,12.0,81.0,81,3.0,25.0,40,False,False,False,False,0,0
12138,6,0.0,1,3,1,0.0,87.0,91,4.0,25.0,0,False,False,False,False,0,1
12139,0,1.0,1,4,1,0.0,57.0,57,2.0,11.315,35,False,False,False,False,0,0
12140,8,1.0,1,3,0,12.0,40.0,40,3.0,12.0,13,False,False,False,False,0,0
12141,6,1.0,1,3,1,13.0,79.0,80,12.0,0.0,418,False,False,False,False,0,0
12142,0,0.0,1,1,1,0.0,0.0,15,1.0,400.0,39,False,False,False,False,0,0
12143,5,1.0,1,3,1,0.0,14.0,14,2.0,11.315,21,False,False,False,False,1,0
12144,6,0.0,1,3,1,17.0,18.0,18,2.0,17.5,4,False,False,False,False,0,0
12145,8,0.0,1,1,1,0.0,27.0,28,2.0,35.0,24,False,False,False,False,0,0
12146,11,0.0,1,4,1,0.0,40.0,40,3.0,17.91,62,False,False,False,False,0,0
12147,6,1.0,1,3,1,0.0,62.0,75,2.0,22.5,58,False,False,False,False,1,0
12148,4,0.0,1,3,1,0.0,32.0,38,6.0,35.0,1535,False,False,False,False,0,0
12149,8,1.0,1,3,1,0.0,35.0,35,1.0,36.48,8,False,False,False,False,0,0
12150,12,1.0,1,3,0,15.0,3.0,3,1.0,3.73,130,False,False,False,False,1,0
12151,8,0.0,1,1,1,0.0,5.0,5,1.0,199.99,8,False,False,False,False,0,0
12152,8,0.0,1,3,1,0.0,33.0,33,3.0,0.0,57,False,False,False,False,0,0
12153,5,0.0,1,1,0,0.0,4.0,5,1.0,30.0,1,False,False,False,False,0,0
12154,6,1.0,1,3,0,5.0,42.0,42,1.0,9.4,15,False,False,False,False,1,0
12155,4,1.0,1,3,1,0.0,61.0,61,2.0,42.5,17,False,False,False,False,1,0
12156,11,0.0,1,3,1,0.0,41.0,41,5.0,0.0,39,False,False,False,False,0,0
12157,8,1.0,1,1,1,0.0,58.0,58,2.0,57.5,4,False,False,False,False,1,0
12158,11,1.0,0,4,1,21.0,22.0,22,5.0,2.59,24,False,False,False,False,0,0
12159,5,0.0,1,3,1,0.0,110.0,114,2.0,30.0,108,False,False,False,False,0,0
12160,5,1.0,1,4,1,0.0,24.0,24,2.0,45.07,4,False,False,False,False,0,0
12161,8,1.0,1,3,1,0.0,82.0,83,2.0,6.095,2,False,False,False,False,0,0
12162,0,0.0,1,3,0,0.0,0.0,0,1.0,188.01,19,False,False,False,False,0,0
12163,8,0.0,1,4,1,12.0,26.0,26,2.0,27.5,2,False,False,False,False,0,0
12164,8,1.0,1,3,1,22.0,134.0,134,2.0,8.955,3,False,False,False,False,0,0
12165,8,0.0,1,4,1,12.0,33.0,33,2.0,27.5,4,False,False,False,False,0,0
12166,6,1.0,0,3,1,0.0,177.0,188,2.0,8.25,2,False,False,False,False,0,0
12168,0,0.0,0,3,1,33.0,24.0,24,2.0,118.68,1,False,False,False,False,0,0
12169,11,1.0,1,3,0,0.0,142.0,142,6.0,9.5,55,False,False,False,False,1,0
12171,12,0.0,1,1,1,0.0,11.0,12,1.0,10.0,9,False,False,False,False,1,0
12172,5,0.0,1,3,1,16.0,13.0,13,1.0,7.0,4,False,False,False,False,0,0
12174,12,0.0,1,1,1,10.0,38.0,52,4.0,14.0,40,False,False,False,False,0,0
12175,5,0.0,1,1,1,0.0,22.0,24,1.0,10.0,9,False,False,False,False,0,0
12176,11,0.0,1,1,1,0.0,37.0,43,2.0,25.0,29,False,False,False,False,0,0
12177,4,0.0,1,3,0,0.0,10.0,10,1.0,32.08,2,False,False,False,False,0,0
12178,8,0.0,1,1,1,21.0,51.0,51,1.0,74.61,1,False,False,False,False,1,0
12179,11,1.0,1,3,1,0.0,30.0,30,1.0,10.0,12,False,False,False,False,0,0
12180,0,1.0,1,3,1,0.0,43.0,79,1.0,40.0,56,False,False,False,False,0,0
12181,11,1.0,1,3,1,0.0,217.0,332,19.0,140.76,269,False,False,False,False,0,0
12182,11,1.0,1,1,0,0.0,23.0,23,2.0,22.76,10,False,False,False,False,1,0
12183,13,1.0,0,3,1,41.0,2.0,2,1.0,32.08,2,False,False,False,False,0,0
12184,0,1.0,1,3,1,0.0,46.0,50,1.0,20.0,40,False,False,False,False,0,0
12185,5,0.0,1,3,1,0.0,12.0,12,1.0,6.0,1,False,False,False,False,0,0
12186,6,0.0,1,3,1,14.0,40.0,40,3.0,5.0,30,False,False,False,False,0,0
12187,5,0.0,1,1,1,0.0,29.0,44,1.0,168.16,1,False,False,False,False,0,0
12188,8,1.0,1,3,1,0.0,186.0,186,3.0,112.5,12,False,False,False,False,0,0
12189,6,1.0,1,3,1,10.0,26.0,34,2.0,22.5,185,False,False,False,False,0,0
12190,13,0.0,1,1,1,11.0,39.0,39,1.0,30.0,2,False,False,False,False,0,0
12191,0,0.0,1,3,1,0.0,14.0,14,2.0,3608.8,9,False,False,False,False,0,0
12192,8,0.0,1,4,1,38.0,10.0,10,1.0,75.0,1,False,False,False,False,1,0
12193,8,3.0,1,3,1,67.0,42.0,45,4.0,40.0,26,False,False,False,False,1,0
12194,11,3.0,1,1,1,29.0,123.0,123,10.0,95.87,116,False,False,False,False,0,0
12195,13,0.0,1,1,1,25.0,25.0,25,1.0,125.0,1,False,False,False,False,0,0
12196,11,1.0,1,3,1,0.0,320.0,320,2.0,267.385,12,False,False,False,False,0,0
12197,5,0.0,1,4,1,20.0,79.0,79,2.0,22.5,16,False,False,False,False,0,0
12198,5,0.0,1,3,1,0.0,41.0,42,4.0,206.25,39,False,False,False,False,0,0
12199,8,0.0,1,1,1,0.0,40.0,40,1.0,8.41,3,False,False,False,False,0,0
12200,6,0.0,1,3,1,5.0,48.0,48,3.0,10.0,7,False,False,False,False,0,0
12201,8,3.0,1,4,1,8.0,37.0,37,2.0,200.0,4,False,False,False,False,0,0
12202,0,0.0,0,3,1,8.0,4.0,4,1.0,130.61,1,False,False,False,False,0,0
12203,8,0.0,1,3,1,15.0,12.0,12,3.0,10.0,15,False,False,False,False,0,0
12204,6,0.0,1,1,0,0.0,34.0,39,1.0,20.0,35,False,False,False,False,1,0
12205,8,0.0,1,3,1,8.0,13.0,13,1.0,10.0,3,False,False,False,False,1,0
12206,8,1.0,1,3,1,0.0,35.0,35,1.0,17.91,227,False,False,False,False,0,0
12207,0,1.0,1,3,1,0.0,79.0,79,3.0,93.35,58,False,False,False,False,0,0
12208,5,1.0,1,1,0,0.0,5.0,5,3.0,10.0,130,False,False,False,False,1,0
12209,0,0.0,0,1,1,0.0,999.0,40,1.0,100.0,0,False,False,False,False,0,1
12210,5,1.0,1,1,1,28.0,86.0,86,1.0,20.0,9,False,False,False,False,0,0
12211,6,1.0,0,3,1,15.0,60.0,60,3.0,50.0,27,False,False,False,False,0,0
12212,5,1.0,1,3,1,0.0,42.0,42,1.0,5.0,63,False,False,False,False,1,0
12213,6,0.0,1,3,1,0.0,31.0,31,1.0,8.0,14,False,False,False,False,0,0
12214,6,3.0,0,3,0,0.0,25.0,25,3.0,10.0,20,False,False,False,False,0,0
12215,8,0.0,1,3,1,0.0,7.0,7,1.0,22.63,6,False,False,False,False,1,0
12217,6,0.0,1,3,1,0.0,43.0,43,1.0,150.0,1,False,False,False,False,0,0
12218,4,0.0,1,1,1,6.0,43.0,43,1.0,30.0,39,False,False,False,False,1,0
12219,11,0.0,1,1,1,0.0,163.0,163,1.0,80.0,0,False,False,False,False,0,1
12220,11,1.0,1,3,1,0.0,84.0,121,25.0,15.0,1269,False,False,False,False,0,0
12221,8,0.0,1,1,1,0.0,66.0,75,5.0,27.21,79,False,False,False,False,0,0
12223,8,0.0,1,4,1,9.0,20.0,20,1.0,27.36,3,False,False,False,False,1,0
12224,11,0.0,1,1,1,0.0,39.0,64,3.0,75.0,59,False,False,False,False,0,0
12225,0,0.0,1,1,0,0.0,1.0,1,1.0,1400.0,0,False,False,False,False,0,0
12226,5,0.0,1,3,1,20.0,44.0,50,5.0,15.0,12,False,False,False,False,0,0
12227,10,1.0,0,3,0,0.0,81.0,81,2.0,0.0,23,False,False,False,False,1,0
12228,5,0.0,1,1,1,0.0,12.0,12,1.0,10.0,18,False,False,False,False,0,0
12229,12,1.0,1,1,1,0.0,29.0,29,4.0,9.0,4,False,False,False,False,0,0
12231,11,1.0,1,4,1,0.0,24.0,24,1.0,84.06,106,False,False,False,False,0,0
12232,6,1.0,1,3,1,13.0,19.0,21,1.0,30.0,1,False,False,False,False,0,0
12233,6,0.0,1,3,1,18.0,8.0,8,1.0,0.0,5,False,False,False,False,0,0
12234,12,1.0,1,3,1,0.0,4.0,4,1.0,3.73,69,False,False,False,False,1,0
12235,8,0.0,1,1,1,15.0,18.0,37,1.0,45.0,3,False,False,False,False,1,0
12236,0,1.0,1,1,1,23.0,322.0,322,2.0,62.5,2,False,False,False,False,0,0
12237,6,0.0,1,3,1,13.0,23.0,23,2.0,52.5,3,False,False,False,False,0,0
12238,6,1.0,1,3,1,19.0,22.0,33,1.0,6.87,117,False,False,False,False,0,0
12239,6,1.0,1,3,1,19.0,29.0,40,1.0,6.87,133,False,False,False,False,0,0
12240,5,0.0,1,1,1,0.0,13.0,13,2.0,102.5,0,False,False,False,False,0,0
12241,8,1.0,1,3,1,0.0,42.0,42,1.0,45.88,15,False,False,False,False,0,0
12242,0,0.0,1,1,0,0.0,1.0,1,1.0,20.0,0,False,False,False,False,0,1
12243,0,0.0,1,1,0,0.0,999.0,40,999.0,999.0,0,False,False,True,True,0,1
12244,11,0.0,1,4,1,0.0,40.0,40,1.0,20.0,4,False,False,False,False,0,0
12246,6,0.0,1,3,1,15.0,30.0,30,1.0,19.5,4,False,False,False,False,0,0
12247,5,0.0,1,1,1,0.0,30.0,64,4.0,20.0,122,False,False,False,False,0,0
12248,5,0.0,1,3,1,0.0,15.0,15,1.0,30.0,10,False,False,False,False,1,0
12249,0,0.0,1,3,1,0.0,103.0,104,1.0,90.0,3,False,False,False,False,1,0
12250,5,0.0,1,3,1,0.0,45.0,46,2.0,206.905,4,False,False,False,False,0,0
12251,11,0.0,1,1,1,0.0,8.0,8,1.0,100.0,2,False,False,False,False,1,0
12252,6,0.0,1,3,1,6.0,64.0,64,2.0,6.0,770,False,False,False,False,0,0
12253,5,0.0,1,1,1,44.0,38.0,38,5.0,12.0,37,False,False,False,False,0,0
12254,0,0.0,1,3,0,10.0,5.0,223,5.0,4.0,5,False,False,False,False,1,0
12255,11,1.0,1,3,1,59.0,115.0,115,8.0,12.5,129,False,False,False,False,0,0
12257,4,1.0,1,4,1,39.0,106.0,106,2.0,27.355,21,False,False,False,False,1,0
12258,4,1.0,1,4,1,39.0,106.0,106,2.0,27.355,20,False,False,False,False,1,0
12259,8,1.0,1,3,1,0.0,26.0,26,2.0,48.5,110,False,False,False,False,0,0
12260,8,1.0,1,4,1,0.0,26.0,34,1.0,75.0,72,False,False,False,False,1,0
12261,13,0.0,1,3,1,0.0,25.0,25,1.0,35.08,2,False,False,False,False,0,0
12262,13,0.0,1,3,1,0.0,26.0,26,1.0,35.08,12,False,False,False,False,0,0
12263,0,0.0,1,4,1,0.0,25.0,36,1.0,40.0,2,False,False,False,False,0,0
12264,0,1.0,1,3,1,14.0,9.0,9,2.0,4.91,4,False,False,False,False,0,0
12268,4,0.0,1,3,1,0.0,101.0,101,1.0,41.65,7,False,False,False,False,0,0
12269,0,1.0,0,3,0,5.0,20.0,20,1.0,90.0,24,False,False,False,False,0,0
12270,11,1.0,0,4,1,53.0,15.0,15,3.0,93.35,1,False,False,False,False,0,0
12271,4,0.0,1,3,1,0.0,38.0,38,1.0,13.0,134,False,False,False,False,0,0
12272,12,0.0,1,4,1,14.0,17.0,17,1.0,26.0,21,False,False,False,False,0,0
12273,6,0.0,0,3,1,0.0,2.0,3,1.0,0.0,26,False,False,False,False,0,0
12274,5,1.0,1,3,1,22.0,34.0,41,2.0,4.99,175,False,False,False,False,0,0
12275,11,1.0,1,3,1,16.0,32.0,32,1.0,12.0,51,False,False,False,False,1,0
12276,0,0.0,1,1,0,0.0,-1.0,-1,2.0,50.5,1,False,False,False,False,0,0
12277,11,0.0,1,1,1,0.0,5.0,5,1.0,450.0,0,False,False,False,False,0,0
12278,8,0.0,1,3,1,0.0,19.0,19,1.0,99.0,203,False,False,False,False,0,0
12279,8,0.0,1,4,0,0.0,101.0,104,1.0,80.0,4,False,False,False,False,0,0
12280,12,1.0,1,3,1,19.0,33.0,33,2.0,3.81,51,False,False,False,False,0,0
12281,0,1.0,1,4,1,10.0,31.0,31,2.0,0.0,205,False,False,False,False,0,0
12282,8,1.0,1,3,0,12.0,57.0,57,4.0,55.0,31,False,False,False,False,0,0
12283,10,0.0,0,1,1,21.0,149.0,149,3.0,250.0,1,False,False,False,False,1,0
12284,8,0.0,1,4,1,0.0,217.0,228,3.0,45.0,33,False,False,False,False,0,0
12285,8,0.0,1,4,1,10.0,15.0,15,1.0,12.0,1,False,False,False,False,0,0
12286,5,0.0,1,3,1,0.0,41.0,41,1.0,35.0,148,False,False,False,False,1,0
12287,4,0.0,1,3,1,0.0,6.0,6,1.0,20.0,46,False,False,False,False,0,0
12288,8,0.0,1,4,1,5.0,14.0,49,1.0,29.0,2,False,False,False,False,0,0
12289,11,0.0,1,5,1,4.0,999.0,85,2.0,125.0,77,False,False,False,False,0,0
12290,8,0.0,1,1,1,41.0,22.0,49,1.0,10.0,53,False,False,False,False,0,0
12291,5,1.0,1,4,1,16.0,40.0,43,1.0,295.0,10,False,False,False,False,0,0
12292,13,1.0,1,3,1,9.0,68.0,68,9.0,20.0,282,False,False,False,False,0,0
12293,8,0.0,0,3,0,16.0,8.0,8,2.0,5.0,23,False,False,False,False,0,0
12294,5,0.0,1,4,1,14.0,8.0,8,4.0,16.35,123,False,False,False,False,0,0
12295,12,1.0,1,3,1,0.0,2.0,2,1.0,5.0,115,False,False,False,False,1,0
12296,5,0.0,1,1,1,0.0,0.0,0,2.0,46.26,2,False,False,False,False,0,0
12297,6,1.0,1,3,1,0.0,98.0,100,2.0,11.555,4,False,False,False,False,0,0
12298,8,1.0,1,3,1,21.0,41.0,41,1.0,27.51,15,False,False,False,False,0,0
12299,0,0.0,1,3,1,0.0,128.0,128,6.0,25.0,807,False,False,False,False,0,0
12300,8,1.0,1,4,1,15.0,238.0,239,1.0,276.31,13,False,False,False,False,0,0
12301,6,0.0,1,3,1,7.0,4.0,4,1.0,10.0,1,False,False,False,False,1,0
12302,8,0.0,1,3,0,19.0,25.0,25,2.0,60.0,40,False,False,False,False,0,0
12303,6,0.0,1,1,1,0.0,5.0,5,2.0,56.0,0,False,False,False,False,0,1
12305,8,1.0,1,4,1,28.0,40.0,40,1.0,339.25,3,False,False,False,False,1,0
12306,0,0.0,0,4,1,0.0,7.0,7,1.0,200.29,1,False,False,False,False,0,0
12307,0,1.0,1,3,1,0.0,68.0,68,1.0,10.0,73,False,False,False,False,1,0
12308,5,0.0,1,1,1,7.0,36.0,36,1.0,15.0,139,False,False,False,False,0,0
12309,0,1.0,1,4,1,0.0,172.0,174,5.0,37.21,414,False,False,False,False,0,0
12310,5,0.0,1,1,1,0.0,33.0,33,4.0,158.24,9,False,False,False,False,0,0
12311,0,0.0,1,1,1,0.0,2.0,2,4.0,237.5,0,False,False,False,False,0,0
12312,8,1.0,1,3,1,0.0,163.0,163,1.0,15.0,5,False,False,False,False,0,0
12313,6,1.0,0,1,1,23.0,19.0,19,2.0,37.0,9,False,False,False,False,0,0
12314,0,0.0,1,3,1,11.0,58.0,58,1.0,39.0,9,False,False,False,False,1,0
12315,5,3.0,1,1,1,10.0,6.0,6,1.0,10.0,3,False,False,False,False,0,0
12316,11,1.0,1,3,1,0.0,60.0,66,8.0,3.73,61,False,False,False,False,1,0
12317,0,1.0,1,4,0,0.0,16.0,16,5.0,20.0,11,False,False,False,False,1,0
12318,5,1.0,1,4,1,18.0,16.0,16,1.0,8.0,83,False,False,False,False,0,0
12319,8,0.0,1,1,1,0.0,124.0,124,1.0,15.0,1,False,False,False,False,1,0
12320,11,1.0,1,4,1,29.0,100.0,100,2.0,22.5,180,False,False,False,False,0,0
12321,13,0.0,1,1,1,13.0,3.0,3,1.0,25.0,3,False,False,False,False,0,0
12323,0,1.0,1,1,1,0.0,157.0,157,1.0,50.0,1,False,False,False,False,0,0
12324,4,0.0,0,1,1,0.0,999.0,40,1.0,120.0,0,False,False,False,False,0,1
12325,11,1.0,1,4,1,9.0,36.0,36,3.0,329.76,16,False,False,False,False,0,0
12326,0,0.0,1,1,1,36.0,60.0,60,5.0,1175.0,4,False,False,False,False,1,0
12327,0,0.0,1,1,0,0.0,999.0,40,1.0,100.0,0,False,False,False,False,0,1
12328,0,0.0,0,1,0,0.0,44.0,44,1.0,22.76,5,False,False,False,False,0,0
12329,0,0.0,0,1,0,0.0,134.0,134,4.0,82.135,3,False,False,False,False,0,0
12330,5,0.0,1,4,1,0.0,29.0,29,1.0,2.17,16,False,False,False,False,0,0
12331,10,1.0,0,3,1,11.0,27.0,27,3.0,127.74,4,False,False,False,False,0,0
12332,10,1.0,0,3,1,11.0,27.0,27,3.0,127.74,5,False,False,False,False,0,0
12333,0,0.0,1,1,1,0.0,100.0,100,2.0,9.23,28,False,False,False,False,1,0
12334,8,1.0,0,3,0,12.0,26.0,26,2.0,45.0,10,False,False,False,False,0,0
12335,6,1.0,1,1,1,0.0,81.0,81,4.0,182.5,44,False,False,False,False,0,0
12336,0,0.0,0,1,1,5.0,44.0,44,4.0,29.675,10,False,False,False,False,0,0
12338,5,0.0,1,1,1,0.0,73.0,73,1.0,8.41,4,False,False,False,False,0,0
12339,5,0.0,1,1,1,0.0,89.0,89,1.0,2.5,2,False,False,False,False,0,0
12340,8,1.0,1,4,1,0.0,39.0,40,5.0,8.7,21,False,False,False,False,0,0
12341,4,0.0,1,4,1,0.0,22.0,22,2.0,150.0,2,False,False,False,False,0,0
12342,5,0.0,1,3,1,17.0,30.0,30,2.0,0.0,54,False,False,False,False,1,0
12343,0,1.0,1,3,1,0.0,26.0,32,1.0,10.0,0,False,False,False,False,0,0
12344,0,0.0,1,3,1,0.0,11.0,11,4.0,53.345,48,False,False,False,False,0,0
12345,10,0.0,1,3,1,0.0,142.0,142,2.0,52.59,7,False,False,False,False,0,0
12346,0,1.0,1,3,1,0.0,23.0,23,3.0,0.0,69,False,False,False,False,1,0
12347,8,1.0,1,3,0,12.0,30.0,30,1.0,35.0,42,False,False,False,False,0,0
12348,8,0.0,1,3,1,0.0,65.0,65,1.0,887.0,3,False,False,False,False,0,0
12349,0,0.0,1,1,1,0.0,33.0,35,2.0,306.135,17,False,False,False,False,1,0
12350,5,1.0,1,3,1,0.0,78.0,79,11.0,0.0,317,False,False,False,False,1,0
12351,8,1.0,1,1,0,0.0,37.0,37,1.0,41.53,10,False,False,False,False,0,0
12352,0,1.0,1,3,1,0.0,35.0,35,3.0,36.95,11,False,False,False,False,0,0
